StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,0,0.7605039477348328,0.007475852966308594,108.0,1.4945212602615356,3,tensor(31.3058),3.727406,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,1,0.604332685470581,0.010865449905395508,506.0,1.5587356090545654,19,tensor(8.6742),0.33902752,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,2,0.5553109645843506,0.012024402618408203,1248.0,1.4812813997268677,45,tensor(5.1311),0.09654918,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,3,0.5091646909713745,0.01154780387878418,2770.0,1.4718012809753418,85,tensor(4.0549),0.08488307,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,4,0.4945506155490875,0.010998964309692383,4906.0,1.473983883857727,141,tensor(3.1198),0.059743315,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,5,0.4945506155490875,0.011652231216430664,9822.0,1.473983883857727,141,tensor(1.8504),0.021255596,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,6,0.48010873794555664,0.011137962341308594,16960.0,1.4755988121032715,429,tensor(1.3957),0.01416717,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,7,0.47384852170944214,0.01016688346862793,28844.0,1.4771909713745117,773,tensor(1.0218),0.007957252,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,8,0.4662996828556061,0.008998870849609375,48552.0,1.4875357151031494,1317,tensor(0.9995),0.022061002,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,9,0.4633282721042633,0.01399993896484375,89764.0,1.478403091430664,3629,tensor(0.6426),0.008228802,2
StandardGSGP,831deb9b-340f-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,10,0.45120811462402344,0.008842706680297852,171874.0,1.466387391090393,3151,tensor(0.8274),0.016623994,2
