StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,0,0.7605039477348328,0.005528926849365234,108.0,1.4945212602615356,3,tensor(31.3058),3.727406,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,1,0.604332685470581,0.009008407592773438,506.0,1.5587356090545654,19,tensor(8.6742),0.33902752,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,2,0.5553109645843506,0.009539127349853516,1248.0,1.4812813997268677,45,tensor(5.1311),0.09654918,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,3,0.5091646909713745,0.008613109588623047,2770.0,1.4718012809753418,85,tensor(4.0549),0.08488307,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,4,0.4945506155490875,0.010189294815063477,4906.0,1.473983883857727,141,tensor(3.1198),0.059743315,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,5,0.4945506155490875,0.009781837463378906,9822.0,1.473983883857727,141,tensor(1.8504),0.021255596,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,6,0.48010873794555664,0.008996248245239258,16960.0,1.4755988121032715,429,tensor(1.3957),0.01416717,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,7,0.47384852170944214,0.01097249984741211,28844.0,1.4771909713745117,773,tensor(1.0218),0.007957252,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,8,0.4662996828556061,0.011283159255981445,48552.0,1.4875357151031494,1317,tensor(0.9995),0.022061002,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,9,0.4633282721042633,0.011026144027709961,89764.0,1.478403091430664,3629,tensor(0.6426),0.008228802,2
StandardGSGP,4eabda6a-44a0-11f0-9cde-cc5ef8d750ac,🐓 Chicken 🐓,123,10,0.45120811462402344,0.009102582931518555,171874.0,1.466387391090393,3151,tensor(0.8274),0.016623994,2
